左x,左y,右x,右y,右x-左x,右y-左y
96,57,95,59,-1,2
97,56,96,59,-1,3
98,55,97,59,-1,4
99,54,98,59,-1,5
99,54,99,59,0,5
8,59,0,60,-8,1
9,59,1,60,-8,1
10,59,2,60,-8,1
11,58,3,60,-8,2
11,58,4,60,-7,2
13,58,5,60,-8,2
13,58,6,60,-7,2
14,59,7,60,-7,1
16,59,8,60,-8,1
17,60,9,60,-8,0
18,59,10,60,-8,1
19,58,11,60,-8,2
20,59,12,60,-8,1
22,58,13,60,-9,2
23,59,14,60,-9,1
24,59,15,60,-9,1
26,59,16,60,-10,1
26,59,17,60,-9,1
26,59,18,60,-8,1
27,59,19,60,-8,1
29,60,20,60,-9,0
30,60,21,60,-9,0
31,59,22,60,-9,1
31,59,23,60,-8,1
33,59,24,60,-9,1
34,59,25,60,-9,1
35,59,26,60,-9,1
35,59,27,60,-8,1
36,59,28,60,-8,1
37,58,29,60,-8,2
38,59,30,60,-8,1
40,60,31,60,-9,0
42,60,32,60,-10,0
42,60,33,60,-9,0
44,60,34,60,-10,0
44,60,35,60,-9,0
45,60,36,60,-9,0
46,59,37,60,-9,1
46,59,38,60,-8,1
48,59,39,60,-9,1
48,59,40,60,-8,1
49,59,41,60,-8,1
50,58,42,60,-8,2
51,59,43,60,-8,1
53,59,44,60,-9,1
54,58,45,60,-9,2
54,58,46,60,-8,2
54,58,47,60,-7,2
56,59,48,60,-8,1
57,59,49,60,-8,1
57,59,50,60,-7,1
58,60,51,60,-7,0
60,59,52,60,-8,1
61,60,53,60,-8,0
63,59,54,60,-9,1
64,58,55,60,-9,2
65,59,56,60,-9,1
66,59,57,60,-9,1
67,58,58,60,-9,2
67,58,59,60,-8,2
68,59,60,60,-8,1
69,59,61,60,-8,1
70,58,62,60,-8,2
70,58,63,60,-7,2
72,58,64,60,-8,2
73,57,65,60,-8,3
74,58,66,60,-8,2
74,58,67,60,-7,2
76,58,68,60,-8,2
76,58,69,60,-7,2
78,59,70,60,-8,1
80,58,71,60,-9,2
80,58,72,60,-8,2
81,58,73,60,-8,2
82,59,74,60,-8,1
82,59,75,60,-7,1
84,59,76,60,-8,1
86,58,77,60,-9,2
86,58,78,60,-8,2
86,58,79,60,-7,2
87,57,80,60,-7,3
89,58,81,60,-8,2
89,58,82,60,-7,2
91,59,83,60,-8,1
91,59,84,60,-7,1
92,59,85,60,-7,1
94,59,86,60,-8,1
94,59,87,60,-7,1
94,59,88,60,-6,1
95,58,89,60,-6,2
96,57,90,60,-6,3
96,57,91,60,-5,3
96,57,92,60,-4,3
96,57,93,60,-3,3
96,57,94,60,-2,3
96,57,95,60,-1,3
96,57,96,60,0,3
97,57,97,60,0,3
98,56,98,60,0,4
99,55,99,60,0,5
8,59,0,61,-8,2
10,60,1,61,-9,1
11,60,2,61,-9,1
12,60,3,61,-9,1
12,60,4,61,-8,1
13,60,5,61,-8,1
14,59,6,61,-8,2
14,59,7,61,-7,2
16,59,8,61,-8,2
17,60,9,61,-8,1
19,61,10,61,-9,0
20,60,11,61,-9,1
21,60,12,61,-9,1
21,60,13,61,-8,1
23,60,14,61,-9,1
25,60,15,61,-10,1
25,60,16,61,-9,1
26,61,17,61,-9,0
27,60,18,61,-9,1
28,60,19,61,-9,1
29,60,20,61,-9,1
30,60,21,61,-9,1
30,60,22,61,-8,1
31,60,23,61,-8,1
33,61,24,61,-9,0
35,60,25,61,-10,1
35,60,26,61,-9,1
36,60,27,61,-9,1
36,60,28,61,-8,1
36,60,29,61,-7,1
38,59,30,61,-8,2
40,60,31,61,-9,1
42,60,32,61,-10,1
42,60,33,61,-9,1
44,61,34,61,-10,0
45,61,35,61,-10,0
45,61,36,61,-9,0
46,60,37,61,-9,1
47,60,38,61,-9,1
47,60,39,61,-8,1
48,59,40,61,-8,2
49,59,41,61,-8,2
49,59,42,61,-7,2
51,59,43,61,-8,2
52,60,44,61,-8,1
54,59,45,61,-9,2
55,59,46,61,-9,2
55,59,47,61,-8,2
57,60,48,61,-9,1
58,60,49,61,-9,1
58,60,50,61,-8,1
58,60,51,61,-7,1
60,60,52,61,-8,1
61,60,53,61,-8,1
62,60,54,61,-8,1
64,59,55,61,-9,2
65,59,56,61,-9,2
66,59,57,61,-9,2
67,59,58,61,-9,2
67,59,59,61,-8,2
69,60,60,61,-9,1
70,61,61,61,-9,0
71,60,62,61,-9,1
71,60,63,61,-8,1
72,60,64,61,-8,1
73,59,65,61,-8,2
74,59,66,61,-8,2
75,60,67,61,-8,1
75,60,68,61,-7,1
76,59,69,61,-7,2
78,60,70,61,-8,1
79,59,71,61,-8,2
80,59,72,61,-8,2
80,59,73,61,-7,2
82,60,74,61,-8,1
83,60,75,61,-8,1
83,60,76,61,-7,1
85,60,77,61,-8,1
87,60,78,61,-9,1
87,60,79,61,-8,1
88,59,80,61,-8,2
88,59,81,61,-7,2
90,59,82,61,-8,2
91,60,83,61,-8,1
91,60,84,61,-7,1
92,59,85,61,-7,2
94,59,86,61,-8,2
94,59,87,61,-7,2
94,59,88,61,-6,2
94,59,89,61,-5,2
95,59,90,61,-5,2
95,59,91,61,-4,2
95,59,92,61,-3,2
97,59,93,61,-4,2
97,59,94,61,-3,2
97,59,95,61,-2,2
97,59,96,61,-1,2
98,58,97,61,-1,3
98,58,98,61,0,3
99,57,99,61,0,4
9,61,0,62,-9,1
10,62,1,62,-9,0
12,62,2,62,-10,0
13,61,3,62,-10,1
13,61,4,62,-9,1
14,61,5,62,-9,1
15,60,6,62,-9,2
15,60,7,62,-8,2
17,61,8,62,-9,1
18,61,9,62,-9,1
19,61,10,62,-9,1
20,62,11,62,-9,0
20,62,12,62,-8,0
22,61,13,62,-9,1
23,61,14,62,-9,1
25,62,15,62,-10,0
25,62,16,62,-9,0
25,62,17,62,-8,0
27,62,18,62,-9,0
29,61,19,62,-10,1
29,61,20,62,-9,1
31,61,21,62,-10,1
31,61,22,62,-9,1
31,61,23,62,-8,1
33,62,24,62,-9,0
34,61,25,62,-9,1
36,61,26,62,-10,1
36,61,27,62,-9,1
36,61,28,62,-8,1
37,61,29,62,-8,1
37,61,30,62,-7,1
39,61,31,62,-8,1
41,62,32,62,-9,0
43,61,33,62,-10,1
44,62,34,62,-10,0
45,61,35,62,-10,1
45,61,36,62,-9,1
45,61,37,62,-8,1
47,61,38,62,-9,1
47,61,39,62,-8,1
48,61,40,62,-8,1
49,60,41,62,-8,2
50,60,42,62,-8,2
51,59,43,62,-8,3
52,60,44,62,-8,2
53,61,45,62,-8,1
55,61,46,62,-9,1
55,61,47,62,-8,1
56,61,48,62,-8,1
58,60,49,62,-9,2
58,60,50,62,-8,2
59,61,51,62,-8,1
60,61,52,62,-8,1
61,61,53,62,-8,1
63,61,54,62,-9,1
64,60,55,62,-9,2
64,60,56,62,-8,2
66,59,57,62,-9,3
67,59,58,62,-9,3
67,59,59,62,-8,3
69,60,60,62,-9,2
70,61,61,62,-9,1
72,61,62,62,-10,1
72,61,63,62,-9,1
73,61,64,62,-9,1
73,61,65,62,-8,1
75,60,66,62,-9,2
75,60,67,62,-8,2
76,61,68,62,-8,1
77,60,69,62,-8,2
79,61,70,62,-9,1
80,61,71,62,-9,1
81,60,72,62,-9,2
81,60,73,62,-8,2
82,60,74,62,-8,2
83,60,75,62,-8,2
83,60,76,62,-7,2
85,60,77,62,-8,2
86,61,78,62,-8,1
87,60,79,62,-8,2
88,60,80,62,-8,2
88,60,81,62,-7,2
90,60,82,62,-8,2
91,60,83,62,-8,2
91,60,84,62,-7,2
92,59,85,62,-7,3
93,60,86,62,-7,2
94,60,87,62,-7,2
94,60,88,62,-6,2
94,60,89,62,-5,2
95,60,90,62,-5,2
95,60,91,62,-4,2
95,60,92,62,-3,2
96,61,93,62,-3,1
97,61,94,62,-3,1
97,61,95,62,-2,1
98,60,96,62,-2,2
99,59,97,62,-2,3
99,59,98,62,-1,3
99,59,99,62,0,3
9,62,0,63,-9,1
11,63,1,63,-10,0
12,62,2,63,-10,1
12,62,3,63,-9,1
13,61,4,63,-9,2
14,61,5,63,-9,2
16,62,6,63,-10,1
16,62,7,63,-9,1
18,63,8,63,-10,0
19,63,9,63,-10,0
20,62,10,63,-10,1
21,63,11,63,-10,0
21,63,12,63,-9,0
21,63,13,63,-8,0
23,63,14,63,-9,0
24,63,15,63,-9,0
24,63,16,63,-8,0
24,63,17,63,-7,0
26,64,18,63,-8,-1
28,63,19,63,-9,0
30,62,20,63,-10,1
31,63,21,63,-10,0
32,62,22,63,-10,1
32,62,23,63,-9,1
33,62,24,63,-9,1
34,61,25,63,-9,2
36,61,26,63,-10,2
37,62,27,63,-10,1
37,62,28,63,-9,1
37,62,29,63,-8,1
38,62,30,63,-8,1
39,61,31,63,-8,2
41,62,32,63,-9,1
42,63,33,63,-9,0
43,63,34,63,-9,0
45,62,35,63,-10,1
46,62,36,63,-10,1
46,62,37,63,-9,1
46,62,38,63,-8,1
47,61,39,63,-8,2
49,62,40,63,-9,1
50,62,41,63,-9,1
51,62,42,63,-9,1
52,61,43,63,-9,2
52,61,44,63,-8,2
53,62,45,63,-8,1
54,62,46,63,-8,1
54,62,47,63,-7,1
56,61,48,63,-8,2
57,61,49,63,-8,2
58,62,50,63,-8,1
60,62,51,63,-9,1
60,62,52,63,-8,1
62,63,53,63,-9,0
62,63,54,63,-8,0
63,62,55,63,-8,1
65,61,56,63,-9,2
66,60,57,63,-9,3
67,60,58,63,-9,3
68,61,59,63,-9,2
69,61,60,63,-9,2
70,61,61,63,-9,2
71,62,62,63,-9,1
72,62,63,63,-9,1
73,62,64,63,-9,1
73,62,65,63,-8,1
75,61,66,63,-9,2
76,61,67,63,-9,2
76,61,68,63,-8,2
77,61,69,63,-8,2
78,62,70,63,-8,1
80,61,71,63,-9,2
82,62,72,63,-10,1
82,62,73,63,-9,1
83,61,74,63,-9,2
84,61,75,63,-9,2
84,61,76,63,-8,2
86,61,77,63,-9,2
86,61,78,63,-8,2
87,62,79,63,-8,1
88,62,80,63,-8,1
89,61,81,63,-8,2
90,60,82,63,-8,3
91,60,83,63,-8,3
92,61,84,63,-8,2
93,60,85,63,-8,3
93,60,86,63,-7,3
94,60,87,63,-7,3
94,60,88,63,-6,3
94,60,89,63,-5,3
95,60,90,63,-5,3
95,60,91,63,-4,3
95,60,92,63,-3,3
96,61,93,63,-3,2
97,61,94,63,-3,2
97,61,95,63,-2,2
99,61,96,63,-3,2
99,61,97,63,-2,2
99,61,98,63,-1,2
99,61,99,63,0,2
9,62,0,64,-9,2
11,63,1,64,-10,1
11,63,2,64,-9,1
12,62,3,64,-9,2
13,62,4,64,-9,2
14,62,5,64,-9,2
16,63,6,64,-10,1
17,64,7,64,-10,0
18,63,8,64,-10,1
19,64,9,64,-10,0
20,63,10,64,-10,1
21,63,11,64,-10,1
22,64,12,64,-10,0
22,64,13,64,-9,0
22,64,14,64,-8,0
24,64,15,64,-9,0
25,64,16,64,-9,0
25,64,17,64,-8,0
27,65,18,64,-9,-1
29,64,19,64,-10,0
31,63,20,64,-11,1
31,63,21,64,-10,1
32,63,22,64,-10,1
32,63,23,64,-9,1
33,63,24,64,-9,1
33,63,25,64,-8,1
35,63,26,64,-9,1
37,64,27,64,-10,0
38,63,28,64,-10,1
38,63,29,64,-9,1
38,63,30,64,-8,1
39,62,31,64,-8,2
40,63,32,64,-8,1
42,63,33,64,-9,1
43,64,34,64,-9,0
44,64,35,64,-9,0
45,63,36,64,-9,1
45,63,37,64,-8,1
46,64,38,64,-8,0
47,63,39,64,-8,1
48,64,40,64,-8,0
50,63,41,64,-9,1
51,63,42,64,-9,1
53,62,43,64,-10,2
53,62,44,64,-9,2
54,63,45,64,-9,1
55,63,46,64,-9,1
55,63,47,64,-8,1
55,63,48,64,-7,1
57,63,49,64,-8,1
59,63,50,64,-9,1
59,63,51,64,-8,1
60,63,52,64,-8,1
61,64,53,64,-8,0
62,64,54,64,-8,0
64,63,55,64,-9,1
66,62,56,64,-10,2
66,62,57,64,-9,2
66,62,58,64,-8,2
68,63,59,64,-9,1
69,63,60,64,-9,1
70,63,61,64,-9,1
70,63,62,64,-8,1
71,63,63,64,-8,1
73,63,64,64,-9,1
73,63,65,64,-8,1
74,62,66,64,-8,2
75,62,67,64,-8,2
76,61,68,64,-8,3
77,61,69,64,-8,3
78,62,70,64,-8,2
79,63,71,64,-8,1
81,63,72,64,-9,1
82,62,73,64,-9,2
84,62,74,64,-10,2
84,62,75,64,-9,2
84,62,76,64,-8,2
85,63,77,64,-8,1
87,62,78,64,-9,2
88,63,79,64,-9,1
89,63,80,64,-9,1
90,62,81,64,-9,2
91,61,82,64,-9,3
92,61,83,64,-9,3
92,61,84,64,-8,3
92,61,85,64,-7,3
92,61,86,64,-6,3
93,61,87,64,-6,3
94,60,88,64,-6,4
95,61,89,64,-6,3
95,61,90,64,-5,3
95,61,91,64,-4,3
95,61,92,64,-3,3
97,62,93,64,-4,2
98,63,94,64,-4,1
98,63,95,64,-3,1
99,63,96,64,-3,1
99,63,97,64,-2,1
99,63,98,64,-1,1
99,63,99,64,0,1
9,62,0,65,-9,3
11,63,1,65,-10,2
11,63,2,65,-9,2
11,63,3,65,-8,2
13,62,4,65,-9,3
14,62,5,65,-9,3
16,63,6,65,-10,2
17,64,7,65,-10,1
18,64,8,65,-10,1
20,65,9,65,-11,0
21,64,10,65,-11,1
21,64,11,65,-10,1
22,64,12,65,-10,1
22,64,13,65,-9,1
22,64,14,65,-8,1
24,64,15,65,-9,1
25,64,16,65,-9,1
25,64,17,65,-8,1
27,65,18,65,-9,0
29,65,19,65,-10,0
31,64,20,65,-11,1
31,64,21,65,-10,1
32,64,22,65,-10,1
32,64,23,65,-9,1
33,64,24,65,-9,1
33,64,25,65,-8,1
34,64,26,65,-8,1
36,65,27,65,-9,0
37,64,28,65,-9,1
38,63,29,65,-9,2
39,64,30,65,-9,1
40,64,31,65,-9,1
41,64,32,65,-9,1
41,64,33,65,-8,1
43,64,34,65,-9,1
45,65,35,65,-10,0
45,65,36,65,-9,0
46,64,37,65,-9,1
46,64,38,65,-8,1
48,65,39,65,-9,0
49,65,40,65,-9,0
50,65,41,65,-9,0
52,64,42,65,-10,1
54,63,43,65,-11,2
54,63,44,65,-10,2
54,63,45,65,-9,2
56,64,46,65,-10,1
56,64,47,65,-9,1
56,64,48,65,-8,1
57,65,49,65,-8,0
59,64,50,65,-9,1
59,64,51,65,-8,1
61,64,52,65,-9,1
61,64,53,65,-8,1
62,64,54,65,-8,1
64,63,55,65,-9,2
65,64,56,65,-9,1
66,64,57,65,-9,1
67,64,58,65,-9,1
67,64,59,65,-8,1
69,64,60,65,-9,1
69,64,61,65,-8,1
71,65,62,65,-9,0
71,65,63,65,-8,0
72,64,64,65,-8,1
73,65,65,65,-8,0
74,64,66,65,-8,1
75,64,67,65,-8,1
77,63,68,65,-9,2
77,63,69,65,-8,2
77,63,70,65,-7,2
79,64,71,65,-8,1
81,64,72,65,-9,1
82,63,73,65,-9,2
83,63,74,65,-9,2
84,62,75,65,-9,3
84,62,76,65,-8,3
85,63,77,65,-8,2
86,63,78,65,-8,2
88,63,79,65,-9,2
89,63,80,65,-9,2
90,63,81,65,-9,2
91,62,82,65,-9,3
91,62,83,65,-8,3
91,62,84,65,-7,3
92,63,85,65,-7,2
92,63,86,65,-6,2
93,63,87,65,-6,2
94,62,88,65,-6,3
96,63,89,65,-7,2
96,63,90,65,-6,2
96,63,91,65,-5,2
96,63,92,65,-4,2
96,63,93,65,-3,2
97,64,94,65,-3,1
97,64,95,65,-2,1
98,64,96,65,-2,1
99,63,97,65,-2,2
99,63,98,65,-1,2
99,63,99,65,0,2
8,64,0,66,-8,2
10,65,1,66,-9,1
11,64,2,66,-9,2
11,64,3,66,-8,2
13,63,4,66,-9,3
15,63,5,66,-10,3
17,64,6,66,-11,2
18,65,7,66,-11,1
18,65,8,66,-10,1
20,65,9,66,-11,1
20,65,10,66,-10,1
22,65,11,66,-11,1
22,65,12,66,-10,1
23,65,13,66,-10,1
23,65,14,66,-9,1
24,65,15,66,-9,1
25,65,16,66,-9,1
26,65,17,66,-9,1
28,66,18,66,-10,0
30,66,19,66,-11,0
30,66,20,66,-10,0
30,66,21,66,-9,0
32,65,22,66,-10,1
32,65,23,66,-9,1
32,65,24,66,-8,1
32,65,25,66,-7,1
34,65,26,66,-8,1
35,66,27,66,-8,0
36,65,28,66,-8,1
37,65,29,66,-8,1
39,64,30,66,-9,2
40,65,31,66,-9,1
42,65,32,66,-10,1
42,65,33,66,-9,1
43,65,34,66,-9,1
44,66,35,66,-9,0
45,65,36,66,-9,1
46,65,37,66,-9,1
46,65,38,66,-8,1
48,65,39,66,-9,1
49,65,40,66,-9,1
50,65,41,66,-9,1
51,65,42,66,-9,1
53,65,43,66,-10,1
55,64,44,66,-11,2
55,64,45,66,-10,2
56,65,46,66,-10,1
57,65,47,66,-10,1
57,65,48,66,-9,1
57,65,49,66,-8,1
59,64,50,66,-9,2
59,64,51,66,-8,2
60,65,52,66,-8,1
61,65,53,66,-8,1
63,65,54,66,-9,1
65,64,55,66,-10,2
65,64,56,66,-9,2
66,64,57,66,-9,2
67,64,58,66,-9,2
68,65,59,66,-9,1
68,65,60,66,-8,1
69,64,61,66,-8,2
71,65,62,66,-9,1
71,65,63,66,-8,1
72,65,64,66,-8,1
73,65,65,66,-8,1
73,65,66,66,-7,1
75,64,67,66,-8,2
77,65,68,66,-9,1
77,65,69,66,-8,1
78,64,70,66,-8,2
80,65,71,66,-9,1
81,64,72,66,-9,2
82,64,73,66,-9,2
82,64,74,66,-8,2
83,64,75,66,-8,2
85,64,76,66,-9,2
86,65,77,66,-9,1
87,65,78,66,-9,1
88,64,79,66,-9,2
88,64,80,66,-8,2
90,63,81,66,-9,3
90,63,82,66,-8,3
91,64,83,66,-8,2
91,64,84,66,-7,2
91,64,85,66,-6,2
91,64,86,66,-5,2
93,65,87,66,-6,1
94,64,88,66,-6,2
96,64,89,66,-7,2
96,64,90,66,-6,2
96,64,91,66,-5,2
97,64,92,66,-5,2
97,64,93,66,-4,2
97,64,94,66,-3,2
97,64,95,66,-2,2
98,64,96,66,-2,2
98,64,97,66,-1,2
98,64,98,66,0,2
98,64,99,66,1,2
9,66,0,67,-9,1
10,67,1,67,-9,0
11,66,2,67,-9,1
12,66,3,67,-9,1
14,65,4,67,-10,2
15,64,5,67,-10,3
16,65,6,67,-10,2
17,66,7,67,-10,1
17,66,8,67,-9,1
19,66,9,67,-10,1
19,66,10,67,-9,1
21,66,11,67,-10,1
21,66,12,67,-9,1
23,66,13,67,-10,1
23,66,14,67,-9,1
24,66,15,67,-9,1
25,67,16,67,-9,0
26,67,17,67,-9,0
28,67,18,67,-10,0
30,66,19,67,-11,1
30,66,20,67,-10,1
30,66,21,67,-9,1
31,67,22,67,-9,0
33,67,23,67,-10,0
33,67,24,67,-9,0
33,67,25,67,-8,0
35,66,26,67,-9,1
35,66,27,67,-8,1
36,65,28,67,-8,2
37,65,29,67,-8,2
39,64,30,67,-9,3
40,65,31,67,-9,2
41,66,32,67,-9,1
42,65,33,67,-9,2
43,65,34,67,-9,2
44,66,35,67,-9,1
44,66,36,67,-8,1
46,66,37,67,-9,1
47,66,38,67,-9,1
48,66,39,67,-9,1
48,66,40,67,-8,1
50,66,41,67,-9,1
51,65,42,67,-9,2
53,66,43,67,-10,1
55,66,44,67,-11,1
55,66,45,67,-10,1
55,66,46,67,-9,1
56,66,47,67,-9,1
56,66,48,67,-8,1
57,65,49,67,-8,2
59,65,50,67,-9,2
60,66,51,67,-9,1
61,66,52,67,-9,1
62,66,53,67,-9,1
63,65,54,67,-9,2
64,66,55,67,-9,1
65,65,56,67,-9,2
66,66,57,67,-9,1
67,65,58,67,-9,2
68,66,59,67,-9,1
69,67,60,67,-9,0
70,66,61,67,-9,1
71,65,62,67,-9,2
71,65,63,67,-8,2
72,65,64,67,-8,2
73,65,65,67,-8,2
74,66,66,67,-8,1
75,65,67,67,-8,2
77,66,68,67,-9,1
77,66,69,67,-8,1
79,66,70,67,-9,1
80,66,71,67,-9,1
80,66,72,67,-8,1
81,65,73,67,-8,2
82,65,74,67,-8,2
84,65,75,67,-9,2
86,66,76,67,-10,1
87,67,77,67,-10,0
88,66,78,67,-10,1
88,66,79,67,-9,1
89,66,80,67,-9,1
90,65,81,67,-9,2
90,65,82,67,-8,2
91,65,83,67,-8,2
91,65,84,67,-7,2
92,65,85,67,-7,2
92,65,86,67,-6,2
93,65,87,67,-6,2
95,65,88,67,-7,2
96,64,89,67,-7,3
96,64,90,67,-6,3
96,64,91,67,-5,3
97,64,92,67,-5,3
97,64,93,67,-4,3
97,64,94,67,-3,3
97,64,95,67,-2,3
99,65,96,67,-3,2
99,65,97,67,-2,2
99,65,98,67,-1,2
99,65,99,67,0,2
9,67,0,68,-9,1
10,68,1,68,-9,0
11,67,2,68,-9,1
12,67,3,68,-9,1
14,67,4,68,-10,1
15,66,5,68,-10,2
15,66,6,68,-9,2
16,67,7,68,-9,1
17,68,8,68,-9,0
19,67,9,68,-10,1
20,68,10,68,-10,0
21,68,11,68,-10,0
21,68,12,68,-9,0
22,67,13,68,-9,1
22,67,14,68,-8,1
24,67,15,68,-9,1
25,67,16,68,-9,1
26,68,17,68,-9,0
28,69,18,68,-10,-1
29,68,19,68,-10,0
30,68,20,68,-10,0
30,68,21,68,-9,0
31,67,22,68,-9,1
33,67,23,68,-10,1
33,67,24,68,-9,1
33,67,25,68,-8,1
34,68,26,68,-8,0
34,68,27,68,-7,0
35,67,28,68,-7,1
36,66,29,68,-7,2
38,66,30,68,-8,2
40,66,31,68,-9,2
41,67,32,68,-9,1
42,66,33,68,-9,2
43,66,34,68,-9,2
44,66,35,68,-9,2
44,66,36,68,-8,2
45,67,37,68,-8,1
47,67,38,68,-9,1
48,66,39,68,-9,2
49,67,40,68,-9,1
50,66,41,68,-9,2
51,66,42,68,-9,2
52,67,43,68,-9,1
54,67,44,68,-10,1
54,67,45,68,-9,1
55,66,46,68,-9,2
57,67,47,68,-10,1
57,67,48,68,-9,1
58,66,49,68,-9,2
59,65,50,68,-9,3
60,66,51,68,-9,2
61,67,52,68,-9,1
63,67,53,68,-10,1
63,67,54,68,-9,1
64,66,55,68,-9,2
64,66,56,68,-8,2
65,67,57,68,-8,1
66,66,58,68,-8,2
67,67,59,68,-8,1
69,67,60,68,-9,1
70,67,61,68,-9,1
71,66,62,68,-9,2
72,66,63,68,-9,2
72,66,64,68,-8,2
73,66,65,68,-8,2
74,66,66,68,-8,2
76,66,67,68,-9,2
77,66,68,68,-9,2
78,67,69,68,-9,1
79,67,70,68,-9,1
80,66,71,68,-9,2
81,67,72,68,-9,1
82,66,73,68,-9,2
83,66,74,68,-9,2
83,66,75,68,-8,2
85,67,76,68,-9,1
87,67,77,68,-10,1
88,67,78,68,-10,1
88,67,79,68,-9,1
89,66,80,68,-9,2
90,66,81,68,-9,2
90,66,82,68,-8,2
91,66,83,68,-8,2
91,66,84,68,-7,2
92,65,85,68,-7,3
92,65,86,68,-6,3
94,66,87,68,-7,2
95,66,88,68,-7,2
97,65,89,68,-8,3
97,65,90,68,-7,3
97,65,91,68,-6,3
97,65,92,68,-5,3
98,65,93,68,-5,3
98,65,94,68,-4,3
98,65,95,68,-3,3
99,66,96,68,-3,2
99,66,97,68,-2,2
99,66,98,68,-1,2
99,66,99,68,0,2
8,68,0,69,-8,1
10,68,1,69,-9,1
11,67,2,69,-9,2
12,67,3,69,-9,2
14,67,4,69,-10,2
16,67,5,69,-11,2
16,67,6,69,-10,2
17,68,7,69,-10,1
17,68,8,69,-9,1
19,67,9,69,-10,2
20,68,10,69,-10,1
21,68,11,69,-10,1
21,68,12,69,-9,1
22,67,13,69,-9,2
23,68,14,69,-9,1
24,68,15,69,-9,1
25,67,16,69,-9,2
26,68,17,69,-9,1
28,69,18,69,-10,0
29,68,19,69,-10,1
30,68,20,69,-10,1
30,68,21,69,-9,1
30,68,22,69,-8,1
32,69,23,69,-9,0
34,69,24,69,-10,0
34,69,25,69,-9,0
34,69,26,69,-8,0
35,70,27,69,-8,-1
36,69,28,69,-8,0
37,68,29,69,-8,1
39,68,30,69,-9,1
39,68,31,69,-8,1
41,67,32,69,-9,2
41,67,33,69,-8,2
42,67,34,69,-8,2
43,67,35,69,-8,2
43,67,36,69,-7,2
45,67,37,69,-8,2
47,67,38,69,-9,2
48,66,39,69,-9,3
49,67,40,69,-9,2
50,68,41,69,-9,1
51,68,42,69,-9,1
52,67,43,69,-9,2
53,68,44,69,-9,1
54,67,45,69,-9,2
55,68,46,69,-9,1
56,68,47,69,-9,1
57,67,48,69,-9,2
58,67,49,69,-9,2
58,67,50,69,-8,2
60,67,51,69,-9,2
61,67,52,69,-9,2
63,67,53,69,-10,2
63,67,54,69,-9,2
64,67,55,69,-9,2
65,67,56,69,-9,2
66,68,57,69,-9,1
67,67,58,69,-9,2
68,68,59,69,-9,1
69,68,60,69,-9,1
70,67,61,69,-9,2
71,66,62,69,-9,3
72,67,63,69,-9,2
73,68,64,69,-9,1
74,68,65,69,-9,1
75,67,66,69,-9,2
76,66,67,69,-9,3
77,66,68,69,-9,3
78,67,69,69,-9,2
79,67,70,69,-9,2
79,67,71,69,-8,2
80,68,72,69,-8,1
81,68,73,69,-8,1
83,68,74,69,-9,1
83,68,75,69,-8,1
85,68,76,69,-9,1
86,68,77,69,-9,1
88,67,78,69,-10,2
88,67,79,69,-9,2
88,67,80,69,-8,2
89,67,81,69,-8,2
91,67,82,69,-9,2
92,68,83,69,-9,1
92,68,84,69,-8,1
93,67,85,69,-8,2
93,67,86,69,-7,2
95,68,87,69,-8,1
95,68,88,69,-7,1
96,67,89,69,-7,2
97,67,90,69,-7,2
97,67,91,69,-6,2
98,66,92,69,-6,3
98,66,93,69,-5,3
98,66,94,69,-4,3
98,66,95,69,-3,3
99,66,96,69,-3,3
99,66,97,69,-2,3
99,66,98,69,-1,3
99,66,99,69,0,3
8,68,0,70,-8,2
10,68,1,70,-9,2
12,68,2,70,-10,2
13,68,3,70,-10,2
15,68,4,70,-11,2
15,68,5,70,-10,2
17,68,6,70,-11,2
17,68,7,70,-10,2
17,68,8,70,-9,2
18,68,9,70,-9,2
20,68,10,70,-10,2
21,69,11,70,-10,1
22,69,12,70,-10,1
23,68,13,70,-10,2
23,68,14,70,-9,2
24,68,15,70,-9,2
25,67,16,70,-9,3
26,68,17,70,-9,2
28,69,18,70,-10,1
28,69,19,70,-9,1
29,69,20,70,-9,1
29,69,21,70,-8,1
30,69,22,70,-8,1
31,70,23,70,-8,0
33,71,24,70,-9,-1
33,71,25,70,-8,-1
35,70,26,70,-9,0
35,70,27,70,-8,0
36,69,28,70,-8,1
37,68,29,70,-8,2
39,68,30,70,-9,2
39,68,31,70,-8,2
41,69,32,70,-9,1
42,68,33,70,-9,2
43,68,34,70,-9,2
43,68,35,70,-8,2
44,68,36,70,-8,2
45,68,37,70,-8,2
46,68,38,70,-8,2
48,68,39,70,-9,2
49,69,40,70,-9,1
50,69,41,70,-9,1
52,69,42,70,-10,1
53,69,43,70,-10,1
53,69,44,70,-9,1
54,69,45,70,-9,1
55,69,46,70,-9,1
55,69,47,70,-8,1
56,69,48,70,-8,1
58,68,49,70,-9,2
58,68,50,70,-8,2
59,68,51,70,-8,2
61,68,52,70,-9,2
62,68,53,70,-9,2
63,69,54,70,-9,1
64,69,55,70,-9,1
65,69,56,70,-9,1
65,69,57,70,-8,1
67,68,58,70,-9,2
68,68,59,70,-9,2
69,68,60,70,-9,2
69,68,61,70,-8,2
71,68,62,70,-9,2
72,67,63,70,-9,3
73,68,64,70,-9,2
74,69,65,70,-9,1
75,68,66,70,-9,2
76,67,67,70,-9,3
76,67,68,70,-8,3
77,68,69,70,-8,2
